,Hotgas_mean,Condensor_mean,SwitchValve1_mean,OutTemp_mean
2018-04-13 10:00:00,53.300383272892304,3.7961873666504724,0.3333333333333333,16.545
2018-04-13 20:00:00,50.18108104785243,10.609404343833372,0.7425925925925926,18.42066666666667
2018-04-13 21:00:00,45.684777120387544,12.420166399442772,0.6363636363636364,18.00185185185185
2018-04-13 23:00:00,43.655877413452735,11.80149168782401,0.6666666666666666,17.255645161290325
2018-04-14 00:00:00,45.0465061462729,10.907582151180351,0.6672771672771672,16.8844696969697
2018-04-14 01:00:00,46.5479247468652,10.195326516133933,0.6670751633986928,16.53310924369748
2018-04-14 02:00:00,47.854834215881425,9.59684413045537,0.6671052631578948,16.201126126126127
2018-04-14 03:00:00,49.031075947014166,9.176291529390422,0.6515151515151515,15.876349527665319
2018-04-14 04:00:00,49.99356332444274,8.779340098984386,0.6086956521739131,15.578658536585365
2018-04-14 06:00:00,49.85001689980507,8.047806958010842,0.5833333333333334,15.073560606060603
2018-04-14 07:00:00,49.75520800703365,7.7473429744455045,0.56,14.91965772432932
2018-04-14 08:00:00,49.804827149085874,7.49157223022097,0.5432437932437932,14.881420068027206
2018-04-14 09:00:00,50.19585857055745,7.308127870020851,0.5252873563218391,14.911224489795913
2018-04-14 10:00:00,50.53811174309823,7.317929888691101,0.5681992337164751,14.889795918367343
2018-04-14 11:00:00,50.215829346092534,7.433732057416269,0.5483870967741935,14.81224489795918
2018-04-14 12:00:00,50.46940731681587,7.36723216704159,0.53125,14.691836734693872
2018-04-14 15:00:00,50.48676891202055,7.84894553080814,0.53125,14.346938775510198
2018-04-14 16:00:00,49.59431174311206,8.488749115086407,0.5454545454545454,14.060416666666661
2018-04-14 18:00:00,47.53888597778157,9.756091768535567,0.5383522727272727,13.862372448979587
2018-04-14 19:00:00,46.511006159347694,10.344980639305975,0.5588235294117647,13.81836734693877
2018-04-14 20:00:00,45.921154420549584,10.69670976275814,0.5441176470588236,13.753124999999995
2018-04-14 21:00:00,46.0496130952381,10.605446428571417,0.5294117647058824,13.622916666666665
2018-04-14 22:00:00,46.8445634920635,10.088293650793634,0.5294117647058824,13.482291666666661
2018-04-14 23:00:00,46.7925251831502,10.26958960423633,0.5142857142857142,13.383333333333328
2018-04-15 01:00:00,45.971624087591245,10.314811435523103,0.453125,13.213105791962166
2018-04-15 04:00:00,44.61913244905949,10.234245316727057,0.41968525301858634,12.913520408163256
2018-04-15 05:00:00,45.14467761557182,10.249787104622857,0.44440736620936844,12.80918367346938
2018-04-15 06:00:00,45.74748484848488,10.26030303030302,0.46875,12.729591836734688
2018-04-15 07:00:00,46.254671412197645,10.358660071182952,0.47472890671420087,12.615306122448974
2018-04-15 08:00:00,46.72253649635038,10.356173965936728,0.4638655462184874,12.417346938775506
2018-04-15 09:00:00,47.147840632603426,10.369099756690984,0.5,12.175510204081629
2018-04-15 10:00:00,47.101794403892974,10.39178832116787,0.5,11.908163265306118
2018-04-15 11:00:00,46.71152676399029,10.321806569343051,0.47058823529411764,11.63775510204081
2018-04-15 13:00:00,45.48750000000004,10.008972019464702,0.46875,11.096938775510196
2018-04-15 15:00:00,46.59896969696973,8.510654833001533,0.45454545454545453,10.181632653061218
2018-04-15 17:00:00,48.14885679903734,6.994975932611303,0.40625,9.734999999999992
2018-04-15 18:00:00,49.17827918170881,6.11377858002406,0.375,9.477551020408157
2018-04-15 19:00:00,50.250300842358634,5.241877256317683,0.34375,9.33979591836734
