,0
2019-06-19,4.689826601
2019-06-20,4.56966887
2019-06-21,4.370276546
2019-06-22,5.933545097
2019-06-23,5.092605236
2019-06-24,4.007580973
2019-06-25,4.53751521
2019-06-26,5.046934685
2019-06-27,5.662108846
2019-06-28,5.32259509
2019-06-29,6.126523128
2019-06-30,6.13715312
2019-07-01,4.788258566
2019-07-02,7.516490384
2019-07-03,6.130410003
2019-07-04,5.679637564
2019-07-05,6.682649661
2019-07-06,4.060888711
2019-07-07,4.79341791
2019-07-08,6.869016621
2019-07-09,5.919287717
2019-07-10,6.215169614
2019-07-11,5.048516275
2019-07-12,5.692040178
2019-07-13,7.675236168
2019-07-14,5.775681166
2019-07-15,5.688995191
2019-07-16,6.009597862
2019-07-17,7.093010488
2019-07-18,6.120986206
2019-07-19,7.241245909
2019-07-20,6.127030431
2019-07-21,6.618865651
2019-07-22,6.583760608
2019-07-23,5.942282717
2019-07-24,3.693215952
2019-07-25,6.086738425
2019-07-26,8.328144369
2019-07-27,7.297515551
2019-07-28,7.934738531
2019-07-29,6.791038314
2019-07-30,5.164978426
2019-07-31,6.244033981
2019-08-01,7.013723457
2019-08-02,6.279297652
2019-08-03,6.03033269
2019-08-04,5.162183405
2019-08-05,7.498548635
2019-08-06,8.54580256
2019-08-07,5.776499421
2019-08-08,6.622008238
2019-08-09,5.097886708
2019-08-10,6.445605755
2019-08-11,7.515733836
2019-08-12,6.104488065
2019-08-13,7.054888404
2019-08-14,6.784364935
2019-08-15,5.970825563
2019-08-16,5.632268275
2019-08-17,6.786702141
2019-08-18,6.691926021
2019-08-19,6.186208549
2019-08-20,8.831100695
2019-08-21,6.128252114
2019-08-22,9.04641304
2019-08-23,6.277357372
2019-08-24,8.106851259
2019-08-25,6.940496744
2019-08-26,6.649489286
2019-08-27,6.84546961
2019-08-28,7.855500181
2019-08-29,7.312077818
2019-08-30,7.833903115
2019-08-31,7.378658245
2019-09-01,7.105138333
2019-09-02,8.259390308
2019-09-03,6.089938176
2019-09-04,8.460040749
2019-09-05,8.304821914
2019-09-06,5.878077081
2019-09-07,8.035030764
2019-09-08,7.834824913
2019-09-09,6.758383617
2019-09-10,8.541646458
2019-09-11,9.189830887
2019-09-12,6.370240747
2019-09-13,7.675844214
2019-09-14,6.673570363
2019-09-15,9.169320158
2019-09-16,6.814769826
2019-09-17,7.045920905
2019-09-18,6.940280663
2019-09-19,7.206989081
2019-09-20,9.56201198
2019-09-21,6.550489347
2019-09-22,7.740064511
2019-09-23,7.543227473
2019-09-24,8.368584585
2019-09-25,7.303910113
2019-09-26,5.773408196
2019-09-27,9.049274148
2019-09-28,7.149280933
2019-09-29,9.361655035
2019-09-30,7.280798925
2019-10-01,7.050291931
2019-10-02,8.822655278
2019-10-03,7.820324887
2019-10-04,7.775564007
2019-10-05,9.816672808
2019-10-06,7.708519496
2019-10-07,8.414305427
2019-10-08,7.638842679
2019-10-09,7.729739342
2019-10-10,8.111295687
2019-10-11,7.896834298
2019-10-12,7.731824947
2019-10-13,7.024803939
2019-10-14,8.341491445
2019-10-15,6.560612737
2019-10-16,5.791026481
2019-10-17,7.737686571
2019-10-18,8.188430838
2019-10-19,6.27776385
2019-10-20,7.967494439
2019-10-21,5.262980323
2019-10-22,6.927375112
2019-10-23,6.799380825
2019-10-24,6.353438798
2019-10-25,7.515099242
2019-10-26,7.001341729
2019-10-27,8.251323588
2019-10-28,6.37454694
2019-10-29,7.579348318
2019-10-30,7.295184306
2019-10-31,6.465914237
2019-11-01,7.076156041
2019-11-02,5.566253966
2019-11-03,6.247132565
2019-11-04,7.413911858
2019-11-05,6.058719252
2019-11-06,6.450632005
2019-11-07,7.291169271
2019-11-08,7.474497058
2019-11-09,7.18260676
2019-11-10,6.367012939
2019-11-11,8.433932277
2019-11-12,5.039850784
2019-11-13,6.705310998
2019-11-14,6.676737616
2019-11-15,6.742638191
2019-11-16,5.591241486
2019-11-17,7.253210713
2019-11-18,6.559319999
2019-11-19,6.393623833
2019-11-20,5.581662858
2019-11-21,5.487594212
2019-11-22,5.172219598
2019-11-23,7.514210383
2019-11-24,4.532661168
2019-11-25,6.863171535
2019-11-26,6.348593119
2019-11-27,6.904175694
2019-11-28,4.911506248
2019-11-29,6.146514668
2019-11-30,6.278736915
2019-12-01,5.778274638
2019-12-02,5.744095304
2019-12-03,6.8034145
2019-12-04,6.477659092
2019-12-05,6.494530729
2019-12-06,5.826479947
2019-12-07,6.061408591
2019-12-08,6.217024411
2019-12-09,6.670246373
2019-12-10,5.909136366
2019-12-11,6.168562821
2019-12-12,6.713484513
2019-12-13,6.162359994
2019-12-14,4.484711212
2019-12-15,6.182508313
2019-12-16,6.121505166
2019-12-17,4.134233377
2019-12-18,7.468766084
2019-12-19,4.447893377
2019-12-20,6.70206917
2019-12-21,4.121472895
2019-12-22,6.222678846
2019-12-23,6.869988969
2019-12-24,6.775305973
2019-12-25,5.441992016
2019-12-26,5.583634857
2019-12-27,4.792481255
2019-12-28,4.284965013
2019-12-29,4.831332243
2019-12-30,3.96845769
2019-12-31,6.002618428
2020-01-01,3.837821817
2020-01-02,6.20051642
2020-01-03,5.530119147
2020-01-04,5.52994143
2020-01-05,6.061941332
2020-01-06,3.787769858
2020-01-07,4.661860712
2020-01-08,4.978515676
2020-01-09,6.672553516
2020-01-10,4.120516931
2020-01-11,5.296472554
2020-01-12,4.201097708
2020-01-13,5.718593145
2020-01-14,4.610282255
2020-01-15,6.104806587
2020-01-16,6.134784606
2020-01-17,5.514921894
2020-01-18,6.49996198
2020-01-19,5.055346751
2020-01-20,5.294516166
2020-01-21,5.134581205
2020-01-22,5.581811113
2020-01-23,4.695939386
2020-01-24,4.539746107
2020-01-25,5.87576171
2020-01-26,4.219232963
2020-01-27,6.879255887
2020-01-28,5.103865613
2020-01-29,5.57011897
2020-01-30,5.423411732
2020-01-31,5.548467104
2020-02-01,6.011622136
2020-02-02,6.633892955
2020-02-03,6.177611017
2020-02-04,5.019900338
2020-02-05,6.626037403
2020-02-06,4.800008904
2020-02-07,4.758934306
2020-02-08,5.611799973
2020-02-09,5.194024645
2020-02-10,6.020443324
2020-02-11,4.514247198
2020-02-12,4.961142874
2020-02-13,6.145038361
2020-02-14,7.048061379
2020-02-15,5.393458043
2020-02-16,5.650635825
2020-02-17,5.738253649
2020-02-18,5.442831639
2020-02-19,5.51112141
2020-02-20,8.629641038
2020-02-21,5.043278196
2020-02-22,7.628957866
2020-02-23,7.096684309
2020-02-24,6.690060442
2020-02-25,5.721539991
2020-02-26,7.174556786
2020-02-27,10.12097587
2020-02-28,8.071845297
2020-02-29,5.907400869
2020-03-01,7.30132783
2020-03-02,7.230050407
2020-03-03,7.403359856
2020-03-04,7.327833727
2020-03-05,6.570718258
2020-03-06,5.981716204
2020-03-07,7.904799192
2020-03-08,5.995790427
2020-03-09,7.705380006
2020-03-10,8.757478497
2020-03-11,8.872477524
2020-03-12,7.385489082
2020-03-13,6.743362224
2020-03-14,7.566198331
2020-03-15,7.7733439
2020-03-16,6.250809162
2020-03-17,4.501447881
2020-03-18,8.332690431
2020-03-19,9.151815365
2020-03-20,7.135413483
2020-03-21,8.278182902
2020-03-22,8.431054479
2020-03-23,6.6914896
2020-03-24,8.105815842
2020-03-25,7.012041966
2020-03-26,8.676359115
2020-03-27,8.136515495
2020-03-28,8.109544361
2020-03-29,7.716893157
2020-03-30,8.974201346
2020-03-31,5.524231139
2020-04-01,7.615536232
2020-04-02,8.821170183
2020-04-03,7.640473791
2020-04-04,7.98727171
2020-04-05,8.460223277
2020-04-06,10.00504228
2020-04-07,7.662654732
2020-04-08,8.365539356
2020-04-09,7.968802307
2020-04-10,7.272044421
2020-04-11,6.123757411
2020-04-12,7.699350409
2020-04-13,7.471576342
2020-04-14,7.862523232
2020-04-15,9.009219093
2020-04-16,8.025603307
2020-04-17,7.30003983
2020-04-18,6.78328322
2020-04-19,9.198632111
2020-04-20,7.418931912
2020-04-21,7.371062287
2020-04-22,8.834112442
2020-04-23,7.958114744
2020-04-24,7.941597403
2020-04-25,7.658468503
2020-04-26,6.82785672
2020-04-27,7.567868531
2020-04-28,7.373593035
2020-04-29,7.750010806
2020-04-30,9.743065434
2020-05-01,5.694058084
2020-05-02,7.039443368
2020-05-03,7.593905277
2020-05-04,8.737153122
2020-05-05,7.463604483
2020-05-06,7.726633617
2020-05-07,7.515248361
2020-05-08,6.896395547
2020-05-09,7.417106875
2020-05-10,8.026790168
2020-05-11,7.181978617
2020-05-12,6.315242439
2020-05-13,6.06648673
2020-05-14,8.560140141
2020-05-15,7.603587545
2020-05-16,6.251480718
2020-05-17,5.997316511
2020-05-18,5.924472524
2020-05-19,6.651325802
2020-05-20,7.71441279
2020-05-21,7.590516613
2020-05-22,4.342477118
2020-05-23,7.193405624
2020-05-24,6.408799316
2020-05-25,7.045696769
2020-05-26,6.883760373
2020-05-27,6.913068739
2020-05-28,5.48226838
2020-05-29,6.428096749
2020-05-30,6.718701517
2020-05-31,5.887115972
2020-06-01,5.943912732
2020-06-02,7.692901254
2020-06-03,8.430101786
2020-06-04,6.438934345
2020-06-05,7.310412378
2020-06-06,8.280890219
2020-06-07,5.018718664
2020-06-08,3.553043193
2020-06-09,6.365118298
2020-06-10,6.747694032
2020-06-11,7.845514937
2020-06-12,4.445358817
2020-06-13,5.45076487
2020-06-14,5.824998286
2020-06-15,6.072251878
2020-06-16,6.017234597
2020-06-17,5.388719318
2020-06-18,7.63394045
2020-06-19,5.324180668
2020-06-20,7.893048448
2020-06-21,6.426155001
2020-06-22,5.185376131
2020-06-23,6.898889373
2020-06-24,5.365236848
2020-06-25,4.741633687
2020-06-26,5.325572078
2020-06-27,7.181971837
2020-06-28,6.079740952
2020-06-29,5.476677542
2020-06-30,6.642611719
2020-07-01,5.179609968
2020-07-02,5.539467509
2020-07-03,5.046673365
2020-07-04,4.569531183
2020-07-05,4.174882805
2020-07-06,6.014285404
2020-07-07,5.989031659
2020-07-08,5.447347745
2020-07-09,5.456898313
2020-07-10,6.131340595
2020-07-11,6.209836859
2020-07-12,3.526874042
2020-07-13,4.995454375
2020-07-14,5.222217132
2020-07-15,7.946599395
2020-07-16,6.116457013
2020-07-17,5.629779406
2020-07-18,5.312887114
2020-07-19,6.126192014
2020-07-20,6.048977108
2020-07-21,4.41442823
2020-07-22,4.599477613
2020-07-23,4.711510708
2020-07-24,4.203957756
2020-07-25,5.355885662
2020-07-26,7.119861851
2020-07-27,3.613196269
2020-07-28,5.542213673
2020-07-29,6.773669811
2020-07-30,6.383461589
2020-07-31,6.242012222
2020-08-01,5.603130395
2020-08-02,5.526250735
2020-08-03,5.79973076
2020-08-04,6.135688467
2020-08-05,4.067070718
2020-08-06,6.739286468
2020-08-07,4.563845623
2020-08-08,4.735393038
2020-08-09,4.651225171
2020-08-10,4.917934482
2020-08-11,4.21265458
2020-08-12,5.478837901
2020-08-13,5.807596638
2020-08-14,7.038092197
2020-08-15,6.268801549
2020-08-16,7.639079746
2020-08-17,5.38682776
2020-08-18,6.846226129
2020-08-19,6.037974225
2020-08-20,6.877480391
2020-08-21,4.645822601
2020-08-22,5.119566163
2020-08-23,4.912355912
2020-08-24,6.168890704
2020-08-25,5.139999151
2020-08-26,6.083226077
2020-08-27,4.968209203
2020-08-28,5.27412007
2020-08-29,7.671974918
2020-08-30,5.980165148
2020-08-31,7.090155823
2020-09-01,5.847305229
2020-09-02,7.027957552
2020-09-03,8.289877427
2020-09-04,5.435199478
2020-09-05,6.009159341
2020-09-06,5.104135948
2020-09-07,6.868022496
2020-09-08,5.880096338
2020-09-09,5.193366509
2020-09-10,5.296373492
2020-09-11,6.789440466
2020-09-12,5.86089079
2020-09-13,6.682896282
2020-09-14,6.701885772
2020-09-15,5.354651289
2020-09-16,7.636099258
2020-09-17,5.764130651
2020-09-18,5.913457603
2020-09-19,7.743556409
2020-09-20,7.377509156
2020-09-21,7.032889301
2020-09-22,5.402934959
2020-09-23,5.776012246
2020-09-24,6.109533883
2020-09-25,7.775339428
2020-09-26,7.947823367
2020-09-27,6.843689979
2020-09-28,6.073186687
2020-09-29,6.840965505
2020-09-30,7.592561852
2020-10-01,9.12976052
2020-10-02,5.86309493
2020-10-03,6.872693474
2020-10-04,8.091068177
2020-10-05,7.463557232
2020-10-06,9.101204236
2020-10-07,5.283689131
2020-10-08,7.324368769
2020-10-09,5.835217523
2020-10-10,7.797944343
2020-10-11,8.187309853
2020-10-12,7.533641316
2020-10-13,8.113168977
2020-10-14,7.807559399
2020-10-15,6.742718739
2020-10-16,6.864095687
2020-10-17,9.341333052
2020-10-18,8.504655874
2020-10-19,8.317493241
2020-10-20,7.384995372
2020-10-21,8.966768306
2020-10-22,7.461518883
2020-10-23,7.888941411
2020-10-24,7.701710733
2020-10-25,7.836859049
2020-10-26,6.349497781
2020-10-27,8.123981127
2020-10-28,6.866750046
2020-10-29,7.769482185
2020-10-30,8.991421228
2020-10-31,7.087359727
2020-11-01,9.644673814
2020-11-02,7.855048173
2020-11-03,7.971757309
2020-11-04,8.363994274
2020-11-05,7.165390971
2020-11-06,8.071112282
2020-11-07,6.431317483
2020-11-08,6.898178356
2020-11-09,8.339667821
2020-11-10,6.730769676
2020-11-11,7.448947062
2020-11-12,10.6261723
2020-11-13,7.516411953
2020-11-14,9.182040844
2020-11-15,7.058779752
2020-11-16,7.577585611
2020-11-17,6.054041794
2020-11-18,7.200277875
2020-11-19,7.914904337
2020-11-20,8.77629174
2020-11-21,5.818943556
2020-11-22,7.852787569
2020-11-23,5.057383989
2020-11-24,5.88219948
2020-11-25,8.978960872
2020-11-26,6.658352252
2020-11-27,6.388777417
2020-11-28,6.91225572
2020-11-29,7.62775433
2020-11-30,6.508794883
2020-12-01,7.823469009
2020-12-02,7.630706633
2020-12-03,6.299020777
2020-12-04,6.309107705
2020-12-05,5.924295447
2020-12-06,7.820021244
2020-12-07,6.070734804
2020-12-08,5.859638671
2020-12-09,8.486465314
2020-12-10,6.102843262
2020-12-11,7.926202132
2020-12-12,5.990222272
2020-12-13,6.214312935
2020-12-14,6.44641677
2020-12-15,7.620928018
2020-12-16,5.90711763
2020-12-17,5.368308429
2020-12-18,4.880346966
2020-12-19,6.233086494
2020-12-20,5.539162231
2020-12-21,6.037440155
2020-12-22,7.296629884
2020-12-23,7.447263838
2020-12-24,6.599839876
2020-12-25,6.826812801
2020-12-26,5.725412555
2020-12-27,6.449170294
2020-12-28,6.664463021
2020-12-29,6.766361319
2020-12-30,6.213459674
2020-12-31,4.844660063
2021-01-01,4.684309236
2021-01-02,5.402043857
2021-01-03,6.877102368
2021-01-04,6.366992465
2021-01-05,6.256422232
2021-01-06,4.508741336
2021-01-07,6.342366425
2021-01-08,6.444472036
2021-01-09,6.056933131
2021-01-10,3.543051609
2021-01-11,5.101576418
2021-01-12,6.130381771
2021-01-13,5.598867568
2021-01-14,5.70710863
2021-01-15,4.841548456
2021-01-16,5.572725585
2021-01-17,3.400119984
2021-01-18,6.422245457
2021-01-19,6.465803409
2021-01-20,5.58580084
2021-01-21,4.544180605
2021-01-22,4.266091392
2021-01-23,6.603917772
2021-01-24,7.291493673
2021-01-25,5.452161697
2021-01-26,4.912021175
2021-01-27,5.946912249
2021-01-28,4.127527282
2021-01-29,4.969384765
2021-01-30,7.103394222
2021-01-31,3.689821889
2021-02-01,5.414111275
2021-02-02,5.978344256
2021-02-03,3.313304082
2021-02-04,3.491678006
2021-02-05,5.029315789
2021-02-06,4.828701955
2021-02-07,5.380410546
