,0
2019-06-19,1.543838452
2019-06-20,2.893297991
2019-06-21,3.454298257
2019-06-22,3.072306963
2019-06-23,2.334384219
2019-06-24,2.323891533
2019-06-25,2.381542678
2019-06-26,2.238957448
2019-06-27,2.268028639
2019-06-28,2.204766073
2019-06-29,2.732005551
2019-06-30,1.880034815
2019-07-01,1.279314873
2019-07-02,3.552434925
2019-07-03,1.989565235
2019-07-04,1.966664032
2019-07-05,3.855475539
2019-07-06,2.754055611
2019-07-07,3.035033512
2019-07-08,2.387191142
2019-07-09,2.943614568
2019-07-10,2.694154045
2019-07-11,1.909168964
2019-07-12,2.434120878
2019-07-13,1.247427704
2019-07-14,3.421014998
2019-07-15,3.247414248
2019-07-16,3.022739457
2019-07-17,2.804852989
2019-07-18,2.379032413
2019-07-19,3.351366134
2019-07-20,3.234405607
2019-07-21,3.606520063
2019-07-22,2.627317375
2019-07-23,2.136979839
2019-07-24,3.675478779
2019-07-25,3.718188764
2019-07-26,2.829105036
2019-07-27,4.621719211
2019-07-28,1.980909494
2019-07-29,3.146521248
2019-07-30,2.674214607
2019-07-31,2.631100727
2019-08-01,3.934020266
2019-08-02,3.301281604
2019-08-03,3.167321669
2019-08-04,4.334313467
2019-08-05,4.353160901
2019-08-06,2.937309663
2019-08-07,4.300147703
2019-08-08,3.340514107
2019-08-09,4.060293855
2019-08-10,3.734937251
2019-08-11,4.927477064
2019-08-12,4.039542713
2019-08-13,3.156299425
2019-08-14,2.857316357
2019-08-15,4.311258846
2019-08-16,3.050992168
2019-08-17,3.548649388
2019-08-18,4.37526299
2019-08-19,4.409708403
2019-08-20,4.163647099
2019-08-21,3.87024356
2019-08-22,4.014470087
2019-08-23,3.288162266
2019-08-24,4.144179954
2019-08-25,2.880458225
2019-08-26,3.844413397
2019-08-27,5.166776089
2019-08-28,3.45049623
2019-08-29,4.193765755
2019-08-30,5.166047241
2019-08-31,4.630250322
2019-09-01,4.631790485
2019-09-02,4.497427975
2019-09-03,3.423840647
