,0,1
2019-06-19,1.1215777428348717,-7.568263188853392
2019-06-20,0.2991913450211626,-7.703613849512424
2019-06-21,1.0655719777029233,-6.765062020942985
2019-06-22,0.23067968885920376,-7.495472418614344
2019-06-23,1.2259998083422408,-7.387048142467714
2019-06-24,1.2555604765999175,-7.670918970660974
2019-06-25,1.5890260918544556,-6.58065277126664
2019-06-26,0.9399232499451587,-7.487010828791184
2019-06-27,1.2290660554890374,-8.432887650952786
2019-06-28,0.13629064410631453,-6.677740081613511
2019-06-29,1.690276397753622,-7.437830041022898
2019-06-30,1.0516003606649624,-7.097211100151837
2019-07-01,0.36603717097960575,-7.968498141694988
2019-07-02,1.7375634269544307,-8.662061027662727
2019-07-03,1.1110738718254611,-8.792660945369649
2019-07-04,1.808850238869677,-7.629550075498378
2019-07-05,0.8663107355154774,-7.764080722600054
2019-07-06,1.4682394057333488,-8.205338097520016
2019-07-07,1.4533209441674124,-8.726046669379777
2019-07-08,1.7840140121520915,-8.436100122457331
2019-07-09,1.8220907620382003,-7.8191592053733645
2019-07-10,1.8715252455598723,-8.406801132769612
2019-07-11,1.5347093483011034,-7.817929455074021
2019-07-12,1.770443764000642,-8.310558103509573
2019-07-13,1.652295043289436,-8.341592255121638
2019-07-14,2.066780774659056,-8.249025536981787
2019-07-15,1.6951207401797659,-7.78593283470024
2019-07-16,0.9614914153314054,-8.319037588569826
2019-07-17,1.6505131784588256,-8.583501536412902
2019-07-18,1.1721267175808383,-8.775059386909021
2019-07-19,2.016623037369508,-8.67475084527688
2019-07-20,2.0104037990751777,-9.435717087663404
2019-07-21,1.1804252719603894,-9.77061161471829
2019-07-22,0.7444363959541316,-8.732358926327322
2019-07-23,2.2351181613478657,-8.568114363592535
2019-07-24,1.8042525553175137,-8.722495011487036
2019-07-25,1.712090162459504,-8.884966927011819
2019-07-26,1.4794505572365848,-9.395310583579235
2019-07-27,1.9921701167170376,-9.963654406007123
2019-07-28,1.370596729611917,-9.90036477868431
2019-07-29,3.0012814223342525,-8.437502295824867
2019-07-30,2.4291617022228515,-11.088664369932653
2019-07-31,2.9162882668048176,-9.67262314159113
2019-08-01,2.0791336351865026,-9.998626095050337
2019-08-02,2.4939582299755156,-10.322051353025591
2019-08-03,2.882678435419645,-10.137829197720011
2019-08-04,2.0044752433099298,-10.238555503167838
2019-08-05,1.3580201112411165,-10.020878908921086
2019-08-06,3.0256610588045763,-9.794280562021854
2019-08-07,2.85060133574951,-10.714675123381928
2019-08-08,2.08070162929558,-10.231847110278446
2019-08-09,2.3304625929923093,-10.237970276170683
2019-08-10,2.9094457250131875,-11.785375436971966
2019-08-11,2.5531932728200037,-9.822033725222514
2019-08-12,2.6277863408585724,-11.1155438294783
2019-08-13,2.450803899291124,-10.434822414129838
2019-08-14,1.9572025757517808,-10.181219586087446
2019-08-15,2.2936746773695926,-10.664894319776355
2019-08-16,2.171611035766426,-11.550828161265084
2019-08-17,2.0544478127799257,-9.747887766987855
2019-08-18,1.8326914659432327,-11.176251088598821
2019-08-19,3.3594406585727485,-11.075864444850092
2019-08-20,1.742288249725244,-10.987942248255667
2019-08-21,2.8457742965799753,-11.152657352830367
2019-08-22,2.7924735086203967,-10.663962502433952
2019-08-23,3.508186541079286,-11.198057564560566
2019-08-24,2.5845617233592977,-11.652489404191996
2019-08-25,3.225349642529743,-10.567822203501986
