,0
2019-06-19,1.201002789
2019-06-20,1.096354265
2019-06-21,2.017460486
2019-06-22,1.111862577
2019-06-23,0.824197289
2019-06-24,1.942718665
2019-06-25,0.73429882
2019-06-26,1.141894142
2019-06-27,0.827824021
2019-06-28,1.372577902
2019-06-29,1.169055686
2019-06-30,1.75483227
2019-07-01,2.515913078
2019-07-02,3.205846054
2019-07-03,1.603525513
2019-07-04,1.882480979
2019-07-05,1.53247027
2019-07-06,1.699677629
2019-07-07,0.999597641
2019-07-08,2.025370807
2019-07-09,1.619021494
2019-07-10,1.89218243
2019-07-11,1.521926035
2019-07-12,2.381765537
2019-07-13,1.229412001
2019-07-14,1.735658052
2019-07-15,1.997740982
2019-07-16,1.579112876
2019-07-17,1.655146331
2019-07-18,1.990946269
2019-07-19,2.161752562
2019-07-20,2.391941334
2019-07-21,2.26035027
2019-07-22,1.830819982
2019-07-23,2.76836919
2019-07-24,2.124743024
2019-07-25,2.184857483
2019-07-26,2.389394103
2019-07-27,3.001883989
2019-07-28,1.876380097
2019-07-29,2.382523118
2019-07-30,2.705629416
2019-07-31,2.073997161
2019-08-01,2.477893838
2019-08-02,1.707430582
2019-08-03,2.282733883
2019-08-04,2.394259012
2019-08-05,3.182607691
2019-08-06,2.051253039
2019-08-07,2.085636715
2019-08-08,2.867484116
2019-08-09,1.710355129
2019-08-10,1.403103073
2019-08-11,2.095865127
2019-08-12,2.219901113
2019-08-13,3.344383723
2019-08-14,3.044040365
2019-08-15,3.061719928
2019-08-16,3.536997054
2019-08-17,3.247900741
2019-08-18,2.49633274
2019-08-19,3.850253927
2019-08-20,2.256350168
2019-08-21,2.441020414
2019-08-22,2.971497868
2019-08-23,2.280527303
2019-08-24,2.727229167
2019-08-25,3.706528062
2019-08-26,2.827082396
2019-08-27,2.026230354
2019-08-28,4.123552682
2019-08-29,2.348328535
2019-08-30,2.454035583
2019-08-31,2.59919409
2019-09-01,2.494162771
2019-09-02,2.882062173
2019-09-03,3.170486106
2019-09-04,2.991001212
2019-09-05,1.672572957
2019-09-06,2.719875419
2019-09-07,3.511118703
2019-09-08,3.594102842
2019-09-09,3.763243664
2019-09-10,3.973316584
2019-09-11,4.159397791
2019-09-12,4.011797868
2019-09-13,2.868075925
2019-09-14,3.396692881
2019-09-15,3.587457425
2019-09-16,1.82334329
2019-09-17,3.995703934
2019-09-18,3.39304129
2019-09-19,4.726873274
2019-09-20,3.068239885
2019-09-21,5.216964042
2019-09-22,3.436071491
2019-09-23,3.914353496
2019-09-24,3.480802065
2019-09-25,4.212117875
2019-09-26,5.001701772
2019-09-27,3.212822802
2019-09-28,3.343464202
2019-09-29,2.858211072
2019-09-30,3.038384255
2019-10-01,3.784845492
2019-10-02,3.503100321
2019-10-03,4.297390092
2019-10-04,4.12134471
2019-10-05,4.144043788
2019-10-06,3.323815641
2019-10-07,3.779962594
2019-10-08,4.021320486
2019-10-09,4.118212538
2019-10-10,4.474070193
2019-10-11,3.906083628
2019-10-12,2.852020735
2019-10-13,2.997406708
2019-10-14,4.219405609
2019-10-15,3.616953165
2019-10-16,3.796169104
2019-10-17,3.361630269
2019-10-18,3.637086786
2019-10-19,3.420245859
2019-10-20,3.383428529
2019-10-21,3.269351182
2019-10-22,3.151536213
2019-10-23,3.221247032
2019-10-24,3.572030477
2019-10-25,2.448606403
2019-10-26,3.177676984
2019-10-27,3.600215208
2019-10-28,2.712436011
2019-10-29,4.131868599
2019-10-30,3.413645535
2019-10-31,3.421498537
2019-11-01,3.360153833
2019-11-02,2.792056958
2019-11-03,2.885203287
2019-11-04,3.799232899
2019-11-05,2.231771609
2019-11-06,3.011326409
2019-11-07,3.397982296
2019-11-08,2.780919619
2019-11-09,3.149894309
2019-11-10,3.155522626
2019-11-11,2.51446263
2019-11-12,1.232358791
2019-11-13,2.975569523
2019-11-14,2.311771042
2019-11-15,2.244974483
2019-11-16,2.289442263
2019-11-17,3.298504494
2019-11-18,2.481452584
2019-11-19,2.784685395
2019-11-20,1.844879053
2019-11-21,3.130913223
2019-11-22,1.586065574
2019-11-23,2.792920018
2019-11-24,1.614899051
2019-11-25,1.747774877
2019-11-26,3.005099944
2019-11-27,3.479018847
2019-11-28,1.996444481
2019-11-29,1.701223537
2019-11-30,1.69793372
2019-12-01,2.524367906
2019-12-02,1.772648694
2019-12-03,1.827565642
2019-12-04,2.290624559
2019-12-05,1.05743984
2019-12-06,2.188009242
2019-12-07,1.438292825
2019-12-08,2.281599801
2019-12-09,1.59511301
2019-12-10,1.554627194
2019-12-11,2.134449324
2019-12-12,1.232450237
2019-12-13,1.462214472
2019-12-14,2.069423356
2019-12-15,0.38129776
2019-12-16,1.848394574
2019-12-17,1.84268718
2019-12-18,1.282196251
2019-12-19,0.532338122
2019-12-20,0.865802712
2019-12-21,1.254857587
2019-12-22,2.042871736
2019-12-23,0.57287456
2019-12-24,0.623944274
2019-12-25,2.102346028
2019-12-26,1.006984724
2019-12-27,1.420598428
2019-12-28,1.089697045
2019-12-29,0.91951451
2019-12-30,1.414981038
2019-12-31,0.775955527
2020-01-01,1.340086505
2020-01-02,1.561083367
2020-01-03,1.223883344
2020-01-04,1.519230172
2020-01-05,0.866525286
2020-01-06,0.907013582
2020-01-07,0.773394091
2020-01-08,0.602970067
2020-01-09,1.253112224
2020-01-10,0.561852634
2020-01-11,-0.097695471
2020-01-12,1.468357526
2020-01-13,1.499487666
2020-01-14,2.183766163
2020-01-15,0.318026033
2020-01-16,1.714016633
2020-01-17,1.184227306
2020-01-18,1.137590572
2020-01-19,2.327805165
2020-01-20,0.346215651
2020-01-21,0.634386947
2020-01-22,1.732589319
2020-01-23,0.71973046
2020-01-24,2.381080923
2020-01-25,1.125036526
2020-01-26,1.187373156
2020-01-27,1.551673053
2020-01-28,1.90301952
2020-01-29,2.172192141
2020-01-30,1.766167896
2020-01-31,0.822075418
2020-02-01,1.885198476
2020-02-02,2.154732665
2020-02-03,1.585029999
2020-02-04,1.469717013
2020-02-05,1.927201625
2020-02-06,1.605816779
2020-02-07,2.182610357
2020-02-08,2.285045836
2020-02-09,1.75427036
2020-02-10,1.544533777
2020-02-11,2.563743556
2020-02-12,2.608282984
2020-02-13,1.47688075
2020-02-14,2.108843212
2020-02-15,3.007895976
2020-02-16,3.221045188
2020-02-17,3.083923959
2020-02-18,2.138910184
2020-02-19,2.615747262
2020-02-20,2.55124862
2020-02-21,2.265512932
2020-02-22,2.981726831
2020-02-23,1.925567158
2020-02-24,3.063720526
2020-02-25,2.493374214
2020-02-26,3.50586215
2020-02-27,2.266093173
2020-02-28,2.692866106
2020-02-29,1.691474676
2020-03-01,2.703201082
2020-03-02,3.423434582
2020-03-03,2.766339736
2020-03-04,2.735977215
2020-03-05,2.503967534
2020-03-06,3.282407144
2020-03-07,2.858362471
2020-03-08,3.141079824
2020-03-09,3.199145821
2020-03-10,3.657495229
2020-03-11,2.152400122
2020-03-12,2.577796974
2020-03-13,3.173193005
2020-03-14,2.807226539
2020-03-15,3.090481349
2020-03-16,3.610558701
2020-03-17,3.46136674
2020-03-18,3.293053389
2020-03-19,4.174210467
2020-03-20,3.642874838
2020-03-21,3.665926548
2020-03-22,3.897005923
2020-03-23,3.814021503
2020-03-24,3.74793421
2020-03-25,3.408900349
2020-03-26,2.830586276
2020-03-27,4.17871573
2020-03-28,2.991074768
2020-03-29,3.234254242
2020-03-30,4.341172978
2020-03-31,3.907799702
2020-04-01,3.277956524
2020-04-02,3.632816621
2020-04-03,3.101286377
2020-04-04,2.824212316
2020-04-05,4.216450864
2020-04-06,4.071092718
2020-04-07,4.115217543
2020-04-08,2.835138277
2020-04-09,4.150024253
2020-04-10,4.262944935
2020-04-11,3.256319184
2020-04-12,2.920247536
2020-04-13,3.793732776
2020-04-14,3.035453933
2020-04-15,3.650502322
2020-04-16,2.988770551
2020-04-17,3.078199629
2020-04-18,3.752713316
2020-04-19,4.06491858
2020-04-20,3.878624159
2020-04-21,3.926315919
2020-04-22,4.497678812
2020-04-23,3.77773346
2020-04-24,2.929927201
2020-04-25,3.330872974
2020-04-26,3.97192958
2020-04-27,3.942435721
2020-04-28,3.550532894
2020-04-29,3.745226829
2020-04-30,3.302294447
2020-05-01,4.323356136
2020-05-02,3.346589415
2020-05-03,3.172988264
2020-05-04,3.249799849
2020-05-05,3.441226894
2020-05-06,3.203598192
2020-05-07,3.621422485
2020-05-08,4.015262812
2020-05-09,3.718678212
2020-05-10,3.504533068
2020-05-11,3.093096144
2020-05-12,3.655854316
2020-05-13,2.907637107
2020-05-14,3.48746605
2020-05-15,3.462467627
2020-05-16,3.958181413
2020-05-17,3.492489559
2020-05-18,2.342927217
2020-05-19,2.933539346
2020-05-20,3.239921711
2020-05-21,3.47405842
2020-05-22,1.976069537
2020-05-23,3.388547169
2020-05-24,2.579241173
2020-05-25,2.464032846
2020-05-26,1.726329113
2020-05-27,2.607126948
2020-05-28,1.899752213
2020-05-29,3.09899281
2020-05-30,2.86754985
2020-05-31,2.429687817
2020-06-01,2.932511391
2020-06-02,2.703479982
2020-06-03,2.808437322
2020-06-04,1.202826424
2020-06-05,2.765367182
2020-06-06,1.679855791
2020-06-07,2.081859273
2020-06-08,3.459666154
2020-06-09,1.558734497
2020-06-10,0.968631371
2020-06-11,2.517491503
2020-06-12,2.598383521
2020-06-13,2.642709553
2020-06-14,2.19308729
2020-06-15,1.949075895
2020-06-16,1.65751633
2020-06-17,2.023783439
2020-06-18,2.538880329
2020-06-19,2.487208796
2020-06-20,2.575775935
2020-06-21,1.140505417
2020-06-22,3.034082844
2020-06-23,1.568964666
2020-06-24,2.288985718
2020-06-25,2.097831191
2020-06-26,1.325895637
2020-06-27,1.396952996
2020-06-28,1.719221542
2020-06-29,1.029143394
2020-06-30,1.601072863
2020-07-01,1.634058005
2020-07-02,2.122378758
2020-07-03,1.58672305
2020-07-04,2.200112869
2020-07-05,1.02963172
2020-07-06,1.667985437
2020-07-07,1.437023481
2020-07-08,1.068647624
2020-07-09,1.16891839
2020-07-10,2.52218763
2020-07-11,2.331755103
2020-07-12,1.574417359
2020-07-13,2.076124229
2020-07-14,0.673554699
2020-07-15,-0.295454253
2020-07-16,1.238886838
2020-07-17,1.681196454
2020-07-18,1.228359358
2020-07-19,1.381483365
2020-07-20,0.365278496
2020-07-21,2.0091434
2020-07-22,0.744097189
2020-07-23,1.152681286
2020-07-24,1.123877139
2020-07-25,1.027237614
2020-07-26,1.410003367
2020-07-27,0.552771474
2020-07-28,2.006773386
2020-07-29,1.43728175
2020-07-30,1.752392787
2020-07-31,1.713043074
2020-08-01,1.402771722
2020-08-02,0.833571474
2020-08-03,0.808721619
2020-08-04,1.971766181
2020-08-05,1.947699211
2020-08-06,2.127106062
2020-08-07,1.009370831
2020-08-08,1.233391603
2020-08-09,0.640707054
2020-08-10,1.050537916
2020-08-11,1.50409979
2020-08-12,0.743064305
2020-08-13,2.432739958
2020-08-14,2.942990822
2020-08-15,1.469515102
2020-08-16,1.937336038
2020-08-17,1.636956513
2020-08-18,1.780018278
2020-08-19,2.072185221
2020-08-20,2.405286789
2020-08-21,2.236460379
2020-08-22,2.470509028
2020-08-23,2.169442531
2020-08-24,2.145774217
2020-08-25,1.446327435
2020-08-26,2.507374522
2020-08-27,2.376648926
2020-08-28,1.671829268
2020-08-29,3.039155498
2020-08-30,1.010703666
2020-08-31,1.626129515
2020-09-01,1.732344652
2020-09-02,2.318020129
2020-09-03,2.03495794
2020-09-04,2.271074539
2020-09-05,1.728750764
2020-09-06,2.898435752
2020-09-07,2.760523222
2020-09-08,2.406010737
2020-09-09,2.907661215
2020-09-10,2.12634499
2020-09-11,1.77371146
2020-09-12,2.238220181
2020-09-13,3.216368913
2020-09-14,2.156494862
2020-09-15,2.997199073
2020-09-16,2.471647627
2020-09-17,3.742963929
2020-09-18,1.930544008
2020-09-19,1.572069775
2020-09-20,2.48076727
2020-09-21,3.650784152
2020-09-22,1.937738677
2020-09-23,2.958535844
2020-09-24,3.203736436
2020-09-25,3.159509513
2020-09-26,2.477628799
2020-09-27,2.974644361
2020-09-28,2.657758527
2020-09-29,4.197186728
2020-09-30,2.405001159
2020-10-01,1.946020558
2020-10-02,3.872419928
2020-10-03,1.99377429
2020-10-04,2.578568597
2020-10-05,2.332841503
2020-10-06,3.037720591
2020-10-07,2.453041565
2020-10-08,2.84646303
2020-10-09,4.068032168
2020-10-10,3.123119253
2020-10-11,3.444680152
