,0
2019-06-19,-2.544562317
2019-06-20,-2.258235502
2019-06-21,-2.731732617
2019-06-22,-1.488342965
2019-06-23,-1.923801552
2019-06-24,-1.230914897
2019-06-25,-1.925095353
2019-06-26,-1.204032896
2019-06-27,-2.171104137
2019-06-28,-2.054559273
2019-06-29,-1.911092235
2019-06-30,-0.741728869
2019-07-01,-1.78745445
2019-07-02,-1.374304778
2019-07-03,-0.726338635
2019-07-04,-2.068667111
2019-07-05,-2.106981817
2019-07-06,-0.311663748
2019-07-07,-2.124108656
2019-07-08,-1.378374106
2019-07-09,-1.682767226
2019-07-10,-0.780218288
2019-07-11,-1.294874177
2019-07-12,-2.316411443
2019-07-13,-1.208742832
2019-07-14,0.235852552
2019-07-15,-0.72215123
2019-07-16,-0.758503614
2019-07-17,-1.272718624
2019-07-18,-0.661369976
2019-07-19,-1.071627995
2019-07-20,-1.185040673
2019-07-21,-0.700263287
2019-07-22,-1.531810882
2019-07-23,-1.1095969
2019-07-24,-0.943780384
2019-07-25,-1.092086025
2019-07-26,-0.512253771
2019-07-27,-1.232745294
2019-07-28,-1.110298441
2019-07-29,-1.427976867
2019-07-30,-0.619817634
2019-07-31,-1.086518098
2019-08-01,-0.246825105
2019-08-02,-0.237145723
2019-08-03,-0.583566438
2019-08-04,-0.483346505
2019-08-05,-0.648264647
2019-08-06,-0.251867496
2019-08-07,-0.712534108
2019-08-08,0.418533779
2019-08-09,0.802719041
2019-08-10,-1.317116245
2019-08-11,-0.600183368
2019-08-12,-0.47901694
2019-08-13,-0.285458097
2019-08-14,0.03218589
2019-08-15,-0.620519054
2019-08-16,0.256044666
2019-08-17,0.40555275
2019-08-18,0.689541126
2019-08-19,-1.107603933
2019-08-20,0.513072073
2019-08-21,0.030735077
2019-08-22,-0.746502809
2019-08-23,0.086694895
2019-08-24,-0.306603931
2019-08-25,-0.440250738
2019-08-26,-0.32566728
2019-08-27,0.111538795
2019-08-28,-0.097523466
2019-08-29,-0.577259158
2019-08-30,1.276786008
2019-08-31,-0.338426313
2019-09-01,-0.466570718
2019-09-02,0.667837211
2019-09-03,-0.189987163
2019-09-04,-0.400595289
2019-09-05,1.353593352
2019-09-06,0.423022269
2019-09-07,1.195005654
2019-09-08,-0.281791808
2019-09-09,-0.535643193
2019-09-10,0.113129988
2019-09-11,0.318952634
2019-09-12,0.530382906
2019-09-13,-0.203768853
2019-09-14,1.04771377
2019-09-15,-0.034395878
2019-09-16,1.604793679
2019-09-17,0.296659398
2019-09-18,0.914578183
2019-09-19,0.777797253
2019-09-20,1.013960297
2019-09-21,1.617620901
2019-09-22,2.305389207
2019-09-23,1.18748394
2019-09-24,1.00016874
2019-09-25,0.899412401
2019-09-26,1.215968501
2019-09-27,1.443548048
2019-09-28,2.23612719
2019-09-29,0.848105788
2019-09-30,0.361208485
2019-10-01,1.036333523
2019-10-02,1.191334015
2019-10-03,0.829161811
2019-10-04,0.378794143
2019-10-05,1.315429531
2019-10-06,-0.313309701
2019-10-07,-0.036188281
2019-10-08,-0.032243101
2019-10-09,0.771696153
2019-10-10,0.655329682
2019-10-11,0.898679282
2019-10-12,0.132431318
2019-10-13,1.165063194
2019-10-14,0.889532897
2019-10-15,-0.101086354
2019-10-16,1.218857301
2019-10-17,-0.00524587
2019-10-18,-0.028429732
2019-10-19,0.070748243
2019-10-20,0.139691589
2019-10-21,-0.105558551
2019-10-22,-0.323805128
2019-10-23,-0.627729283
2019-10-24,-0.728767238
2019-10-25,-0.544517551
2019-10-26,1.443694548
2019-10-27,0.864257767
2019-10-28,-0.959352707
2019-10-29,-0.077802939
2019-10-30,-1.08868692
2019-10-31,0.183441291
2019-11-01,-0.944149703
2019-11-02,-0.253767192
2019-11-03,0.325889874
2019-11-04,-1.689700767
2019-11-05,0.550283539
2019-11-06,-0.860460279
2019-11-07,0.293943483
2019-11-08,-1.155656473
2019-11-09,-0.255017186
2019-11-10,-0.513311271
2019-11-11,0.202889864
2019-11-12,0.454661132
2019-11-13,-0.892325771
2019-11-14,-0.420798626
2019-11-15,-1.305461602
2019-11-16,-0.315067756
2019-11-17,-0.352397911
2019-11-18,-1.023453893
2019-11-19,-0.738631773
2019-11-20,-0.672334631
2019-11-21,-0.924316584
2019-11-22,-0.253680102
2019-11-23,-1.084729946
2019-11-24,-1.014579554
