,0,1
2019-06-19,2.0295225861018045,-8.953029446651417
2019-06-20,1.6536927216118102,-9.764213745651519
2019-06-21,2.688087161830022,-8.212752734961034
2019-06-22,1.122805844312726,-9.068574048952993
2019-06-23,1.2042365807265407,-9.071063245958282
2019-06-24,1.8056388337491036,-10.203931711469139
2019-06-25,3.2955285370048926,-9.946942178684376
2019-06-26,2.175774493437218,-9.66427661067497
2019-06-27,2.2079553923403505,-8.737358639243453
2019-06-28,2.5827991610368484,-9.777087400211895
2019-06-29,3.1966935014241478,-9.217506960708835
2019-06-30,3.642127691133378,-9.649189088586505
2019-07-01,2.251362045064366,-10.216642473115941
2019-07-02,2.1987676454152405,-10.362046929807248
2019-07-03,3.5314618489566527,-9.62438507342602
2019-07-04,2.807644870488226,-9.89835167879368
2019-07-05,1.9786989027820239,-9.92301203728961
2019-07-06,1.8901581828563452,-9.962458594595843
2019-07-07,2.7589442895963354,-10.540650384857035
2019-07-08,2.4070785503484267,-10.522258401250435
2019-07-09,2.7968029202637235,-10.13597695091353
2019-07-10,1.5794018378240553,-10.477338835115553
2019-07-11,2.39000863101426,-10.214823827368507
2019-07-12,2.8681207730868374,-10.250203122206322
2019-07-13,2.3329571695680773,-11.645437173768247
2019-07-14,1.9784717680111945,-10.647925565397358
2019-07-15,2.455804001878025,-10.930284017270134
2019-07-16,3.3877372885945456,-9.738605367691836
2019-07-17,2.0044409669288994,-11.842054998819421
2019-07-18,2.601299777381972,-11.68785919709433
2019-07-19,4.231211399871646,-10.956043055157727
2019-07-20,3.0362771270614535,-10.491708280317932
2019-07-21,2.356890832112572,-10.69620399902798
2019-07-22,3.4419884370432836,-10.1456908418199
2019-07-23,3.0356085483377697,-10.55687592132864
2019-07-24,2.5665122799346,-11.442945370454831
2019-07-25,2.6334959309037753,-10.624690045029324
2019-07-26,2.6501555823737157,-10.47363067573201
2019-07-27,4.015702328519674,-11.646672967371643
2019-07-28,3.30485851038145,-11.058994646270655
2019-07-29,4.299172409859853,-12.1827390649495
2019-07-30,3.733451603908531,-11.554624771464548
2019-07-31,2.8290983073168574,-11.741904839770257
2019-08-01,3.2046933630176273,-11.177164817766103
2019-08-02,4.002468831592159,-11.119102187298674
2019-08-03,3.9863280952105553,-11.23997439575552
2019-08-04,3.7342888194320683,-11.35226654148848
2019-08-05,3.764536291394002,-11.375243298369908
2019-08-06,3.67390862334661,-11.994921476957076
2019-08-07,3.4742846748383713,-10.996243438321958
2019-08-08,3.5744560190333603,-12.428880285198156
2019-08-09,3.1367498598234147,-12.303491961884726
2019-08-10,2.1931813277312067,-12.4729616981301
2019-08-11,3.6332468910804,-12.035397456894028
2019-08-12,3.4425516943041408,-12.535477215854641
2019-08-13,2.9040542878275906,-12.367688211940175
2019-08-14,4.259408756304668,-12.317394505368952
2019-08-15,3.589830443673934,-12.033096705218137
2019-08-16,3.313940453043504,-12.73500799920566
2019-08-17,3.6042614505172996,-12.609783806782014
2019-08-18,3.471976891900955,-13.382264381943523
2019-08-19,4.603736518180194,-13.007507791076039
2019-08-20,3.2059325547193986,-13.271946381764245
2019-08-21,4.040799006664111,-12.724487269323546
2019-08-22,4.31197799646297,-13.08700228803409
2019-08-23,4.288416726882741,-13.505865393388225
2019-08-24,2.337389092389447,-12.924786561314496
2019-08-25,3.2861811963982253,-13.316185901149378
2019-08-26,4.255300505637678,-12.705367685342248
