,0,1
2019-06-19,3.777791567846588,-14.768393151769372
2019-06-20,6.031361188312571,-15.863619485219738
2019-06-21,4.134243140815412,-14.70270896188527
2019-06-22,5.959676244320585,-15.925043665167776
2019-06-23,5.877417941777353,-13.971325619627105
2019-06-24,4.844568976123246,-14.834182077048737
2019-06-25,3.904350623576863,-14.165147522224933
2019-06-26,4.940999237451123,-16.868470631123337
2019-06-27,6.703919020702543,-12.848448273227202
2019-06-28,4.381274398710491,-16.057625894303428
2019-06-29,5.320020025440589,-15.510450902634517
2019-06-30,4.396881056115561,-14.34461706365157
2019-07-01,5.432663429100168,-15.44447149759895
2019-07-02,7.172820843561574,-14.55348883301803
2019-07-03,5.189458830776455,-15.326722375457175
2019-07-04,5.599663603784516,-17.132088145875027
2019-07-05,5.777362750391109,-16.236747448709647
2019-07-06,2.906109300693756,-18.018434043965385
2019-07-07,4.727363912932902,-15.452170127735032
2019-07-08,6.184713686265999,-15.992725063836302
2019-07-09,4.570302230805557,-15.68721120117025
2019-07-10,7.343106111738667,-17.16226909667657
2019-07-11,4.309994869760929,-17.357999254248643
2019-07-12,4.796425713989088,-16.449392837911
2019-07-13,6.953277988479664,-19.44128378133598
2019-07-14,6.134006287102261,-16.588883678101713
2019-07-15,5.860034412453808,-15.428774407829533
2019-07-16,7.175982743228413,-16.50142716207438
2019-07-17,5.423722998485033,-17.57459724181769
2019-07-18,4.423659452154235,-17.25768120162847
2019-07-19,6.007500535593899,-16.834350837739063
2019-07-20,7.487653708593479,-16.768572368553407
2019-07-21,5.72401547088741,-17.848309010741986
2019-07-22,6.347178381836131,-16.58912845164653
2019-07-23,5.226418548452111,-14.8653958596886
2019-07-24,4.841893120572035,-16.911443309670904
2019-07-25,5.574807106754106,-16.48971309412828
2019-07-26,6.363907703190334,-18.251353248787677
2019-07-27,6.025205100006302,-16.15273118477559
2019-07-28,5.153419738433449,-16.46969130210142
2019-07-29,6.455884299035392,-18.018983263604174
2019-07-30,5.519031062389512,-18.182242392659667
2019-07-31,4.374291088356065,-16.609818359532543
2019-08-01,7.303109382360001,-16.29567976370225
2019-08-02,5.894186124986461,-15.73030797733516
2019-08-03,6.088047507996442,-16.642561593412843
2019-08-04,6.85033739029402,-17.174385191124163
2019-08-05,6.6236567947693565,-18.97320142488929
2019-08-06,6.997694393775148,-16.131383497030345
2019-08-07,7.027317282444115,-19.000262276466508
2019-08-08,7.811304070254968,-20.28711845675001
2019-08-09,6.806559075743912,-17.388793844815833
2019-08-10,7.2230007348926275,-19.233408546620147
2019-08-11,5.8312187024632385,-18.272112747050596
2019-08-12,6.966829678176902,-19.60228858193495
2019-08-13,6.141333938153071,-16.62956726683035
2019-08-14,7.597991350295004,-18.563312837867347
2019-08-15,5.729859936056494,-18.583009342246918
2019-08-16,6.5357131625059655,-18.764837174350102
2019-08-17,5.2209495798817525,-17.802173896920433
2019-08-18,4.566654257070163,-19.180486187088196
2019-08-19,7.638270240509101,-18.05312007272771
2019-08-20,6.793728417547159,-18.608207194986186
2019-08-21,4.973085779406589,-18.22147971057297
2019-08-22,6.536372592266452,-20.385958903337986
2019-08-23,7.259572566715882,-18.507251155401608
2019-08-24,8.812159572147781,-18.897752517438846
2019-08-25,7.585710750603321,-17.95775302202314
2019-08-26,7.164815891259357,-20.602610566946804
2019-08-27,7.532125671298065,-20.259348167232506
2019-08-28,5.660841845510658,-18.965230003604972
2019-08-29,7.270218328348413,-20.51239623073857
2019-08-30,8.24124025006399,-18.65281155193589
2019-08-31,8.900244282860308,-17.647090810127207
2019-09-01,7.585511280480698,-18.971281784608077
2019-09-02,8.308493358955452,-18.174678247981454
2019-09-03,8.175947140112253,-19.02588510064336
2019-09-04,8.307893036524568,-19.893090415156482
2019-09-05,7.616265063441089,-20.824485158408606
2019-09-06,6.700902470648682,-19.813823273599695
2019-09-07,7.6495454295291365,-17.7645252752563
2019-09-08,7.2067531698865155,-19.327596991439634
2019-09-09,6.977100021047938,-20.935672951515283
2019-09-10,6.105736412439927,-20.678213558884472
2019-09-11,7.670276700313733,-20.04532689044127
2019-09-12,7.8160392957771485,-18.968564725662045
2019-09-13,7.902573775637422,-20.6742435649835
2019-09-14,4.311603164160793,-20.200435744265675
2019-09-15,9.283428322439356,-19.107586336159482
2019-09-16,6.687729759751375,-18.764871801561448
2019-09-17,8.32173608525713,-21.183515733609372
2019-09-18,7.473269585080522,-20.41967387776296
2019-09-19,7.293577831310257,-21.576265652980094
2019-09-20,7.5134368498828294,-21.796260458640432
2019-09-21,8.517141893873609,-22.630371847684614
2019-09-22,8.124149793928618,-20.263133796362027
2019-09-23,8.763680932196202,-20.486793121531733
2019-09-24,8.06909978447584,-20.29439101936349
2019-09-25,9.209227704991495,-22.81710127150453
2019-09-26,7.838637588114553,-18.532690426582324
2019-09-27,8.572613062061999,-20.295655554573948
2019-09-28,8.198935276172744,-19.854405247668126
2019-09-29,9.805856128310085,-20.642713485460742
2019-09-30,7.05027311935567,-20.33676971065608
2019-10-01,9.131491892106995,-20.51103697614736
2019-10-02,7.835156769391153,-20.319132969079515
2019-10-03,7.605239252310638,-21.112918561821356
2019-10-04,7.82056664613769,-19.266963624055855
2019-10-05,6.794365088522745,-21.27581988141623
2019-10-06,7.795263217112138,-18.919635182654904
2019-10-07,6.591415429345554,-20.078468944406502
2019-10-08,6.599064636221276,-21.53009217277658
2019-10-09,9.385029205094554,-19.404745214581066
2019-10-10,8.10072811199284,-21.044144485969937
2019-10-11,8.368173850617358,-19.052075907348495
2019-10-12,6.402816638942073,-22.89267327207397
2019-10-13,7.526288454930675,-20.252829759627833
2019-10-14,8.863544376362238,-20.13295106489476
2019-10-15,6.696943067508295,-21.041418042749672
2019-10-16,7.267541529302505,-20.27223527210086
2019-10-17,8.994054086005518,-18.914175201906616
2019-10-18,6.028996715898658,-18.354325872155314
2019-10-19,7.079423298464106,-19.607549714477617
2019-10-20,9.300519668538593,-18.04034803744983
2019-10-21,7.172481202390346,-19.329408923406454
2019-10-22,8.019694438961803,-18.877302456978533
2019-10-23,6.723788180634515,-20.316997092691857
2019-10-24,6.032935269973413,-18.258816801731008
2019-10-25,6.773601893839135,-19.748394833172668
2019-10-26,7.684098251743517,-20.141319312727394
2019-10-27,6.3243660477475725,-19.130447378979866
2019-10-28,6.895749200654319,-20.177050393664718
2019-10-29,7.318752162150891,-18.080613496046777
2019-10-30,6.903039406730336,-17.987177483611728
2019-10-31,5.741522702721186,-18.162746001544026
2019-11-01,6.761701079964613,-20.10798729737237
2019-11-02,5.0774859307724824,-18.897615105595374
2019-11-03,6.873231816657403,-19.423116917565928
2019-11-04,8.866816608596633,-17.574308899065645
2019-11-05,5.393236504980497,-17.96696273769037
2019-11-06,8.177787258107454,-19.70937649907631
2019-11-07,7.56670384940122,-18.978327508250782
2019-11-08,7.143712029719477,-19.503337048329023
2019-11-09,8.138186261449672,-18.296260934448572
2019-11-10,6.741250203123522,-18.560951034362912
2019-11-11,6.81043438948528,-16.63779549758081
2019-11-12,6.776771178479068,-17.316328745284505
2019-11-13,6.688719172577506,-20.305541271963865
2019-11-14,6.314666639190772,-18.245900402821228
2019-11-15,5.9129432518248555,-17.786938111374113
2019-11-16,5.575374729630422,-16.842262884622833
2019-11-17,6.48643525995964,-18.003362142084303
2019-11-18,8.174474714050728,-19.41364138556249
2019-11-19,5.005111379662108,-18.18466121940153
2019-11-20,6.6231674260669,-18.11551239390186
2019-11-21,6.140978978620071,-18.46124184102516
2019-11-22,6.073924786172944,-17.27891559459378
2019-11-23,5.727597714147063,-18.780888253286896
2019-11-24,5.7358997938329255,-17.61519513748765
2019-11-25,6.398256365144214,-18.594088871643788
2019-11-26,6.46867354016273,-16.327690472875002
2019-11-27,5.069371497180039,-18.237231276897546
2019-11-28,6.069793090527228,-17.84177554361599
2019-11-29,4.885278278599391,-16.56980971158714
2019-11-30,6.03584119288216,-18.39746504898502
2019-12-01,7.0559912251462675,-16.70221621038954
2019-12-02,5.8663936780608665,-17.463304041165223
2019-12-03,6.404914074905115,-15.794835822082074
2019-12-04,5.436569804559785,-17.118942441025954
2019-12-05,7.077261386724599,-15.357954465853837
2019-12-06,4.683351392986786,-16.633126454586975
2019-12-07,6.030435061948468,-18.365816121322094
2019-12-08,4.576996022545025,-17.45413793458435
2019-12-09,5.8028359121393125,-15.358128119961139
2019-12-10,6.475247339180493,-16.313463736007908
2019-12-11,5.554266503278731,-17.65393661170758
2019-12-12,4.72976019294756,-15.554502147245223
2019-12-13,3.758773838363309,-16.669531494635038
2019-12-14,4.934685297082743,-16.88058719317604
2019-12-15,6.221755259133032,-17.49588041860561
2019-12-16,5.930053252491363,-15.706713294219321
2019-12-17,6.291681187018957,-15.516535640333599
2019-12-18,5.324073856819131,-17.34571118839856
2019-12-19,4.329969375692388,-16.360325363310793
2019-12-20,4.406351260177743,-14.884289955320092
2019-12-21,5.434977961545698,-16.54320571542139
2019-12-22,4.804274850767104,-15.231137022065928
2019-12-23,4.911693461917095,-17.327670068262155
2019-12-24,6.2760082628051235,-14.433330346080297
2019-12-25,4.468030127503171,-14.273763544025275
2019-12-26,4.468737592358397,-15.3217337508841
2019-12-27,4.6065719360065795,-16.091357938230438
2019-12-28,4.97092875205617,-15.125572624299803
2019-12-29,5.116816142100178,-13.683471042377382
2019-12-30,5.121845229267003,-13.89916072077464
2019-12-31,3.8262947767916917,-15.070656424775134
2020-01-01,5.059713656415648,-17.060468128015657
2020-01-02,4.71920976241017,-13.890424082524659
2020-01-03,3.790117872007716,-16.603729548908454
2020-01-04,4.456971608876241,-15.928596638008901
2020-01-05,5.375255048526532,-16.030662073301848
2020-01-06,4.817143520412168,-14.18826984663158
