,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2011-06-01,0.0031830914183855357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006366182836771066,0.012732365673542176,0.0,0.0,0.012732365673542176,0.012732365673542089,0.012732365673542176,0.009549274255156568,0.044563279857397615,0.8498854087089402,0.7384772090654412,0.5411255411255426,0.23236567354214469,0.28647822765469705,0.181436210847976,0.22281639928698807,0.30557677616501017,0.2673796791443857,0.04774637127578284,0.0,0.0,0.0
2011-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02594437525944377,0.05188875051888754,0.02594437525944373,0.05188875051888746,0.02594437525944373,0.05188875051888764,0.05188875051888746,0.05188875051888746,0.1297218762972191,0.6226650062266496,0.20755500207554983,0.05188875051888746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025944375259443642,0.0,0.02594437525944382,0.23349937733499276,0.20755500207555055,0.3372768783727696,0.5188875051888728,0.285388127853882,0.7523868825238655,0.05188875051888764,0.0,0.0
2011-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07626601586333123,0.025422005287777077,0.038133007931665616,0.038133007931665616,0.03813300793166574,0.038133007931665616,0.038133007931665616,0.01906650396583287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01906650396583287,0.0,2.7137990644701935,0.743593654667482,0.0,0.0,0.0,0.0
2011-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1766368346679232,1.1775788977861548,0.8439315434134051,0.9028104883027185,0.372899984298949,0.21588946459412686,0.03925262992620515,0.05887894488930773,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19588090441011913,0.35869100677697136,0.21368825935649216,0.7148381057044607,0.40956916376661273,0.9183507336630199,0.28491767914199145,0.30526894193784804,0.1755296416142614,0.18570527301219086,0.025439078494820497,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033832932976959856,0.0035242638517666283,0.009163086014593294,0.3178885994293498,1.0558694499892889,0.3319856548364186,0.23542082529801076,0.4814144421513246,0.10502306278264621,0.11841526541935869,0.20017818678034582,0.4828241476920313,0.12334923481183198,0.24246935300154562,0.046520282843319494,0.0,0.0,0.0
2011-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003480324063565846,0.0002269776563195117,0.00015131843754634115,0.00022697765631951247,0.0002269776563195117,0.0004539553126390234,0.001361865937917075,0.0007565921877317058,0.0003026368750926823,0.0004539553126390234,0.0004539553126390234,0.00045395531263902494,0.0004539553126390234,0.001059229062824388,0.0005296145314121957,0.0006809329689585327,0.0012105475003707333,0.002042798906875612,0.004236916251297538,0.013316022504078066,0.021033262818941346,0.07792899533636595,0.3739078591770102,0.47445896092655104,0.4953409053079494,0.4151421334083883,0.42838249669369033,0.39047722808833457,0.40969466965672,0.35446343995230295,0.2620835338302637,0.04978376595274607,0.0031020279697000037,0.0,0.0
2011-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004260694098719548,0.00036520235131881965,0.0002434682342125456,0.0002434682342125456,0.00036520235131881846,0.00036520235131881846,0.00036520235131881965,0.00036520235131881846,0.00036520235131881846,0.00036520235131881965,0.00036520235131881715,0.00036520235131881965,0.0024346823421254643,0.003652023513188172,0.006086705855313661,0.01582543522381541,0.09811769838765622,0.42132177930481157,0.4813366990382011,0.5419602893571283,0.34061205966335245,0.4547986615090337,0.36337633956222554,0.37603668774127796,0.35595055841874046,0.2730496246693708,0.04479815509510824,0.00048693646842509286,0.0,0.0
2011-09-05,7.042106727916094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.042106727916065e-05,0.00190136881653735,0.0013380002783040612,0.003028105893003908,0.011760318235619906,0.017112319348836037,0.07394212064311917,0.36823176080273345,0.48386315327511276,0.4927362077522903,0.3169652238235042,0.44125840757122053,0.4024563995004058,0.41316040172683827,0.39801987226181595,0.29907827273459725,0.06168885493654472,0.0011971581437457389,0.0,0.0
2011-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003489203010205206,0.0006106105267859152,0.003925353386480883,0.01639925414796447,0.012648360911993957,0.023290430093119752,0.09595308278064381,0.3690704484044582,0.5218975402514436,0.4978220394810311,0.3493564513967986,0.3926225687233408,0.35711992809450527,0.3866036935307394,0.37351918224246733,0.2974545566199958,0.08757899555615067,0.0016573714298474841,0.0,0.0
