,0
2019-06-19,0.869827787
2019-06-20,1.278103826
2019-06-21,1.95713906
2019-06-22,1.587057109
2019-06-23,1.076551542
2019-06-24,1.202698159
2019-06-25,1.281271217
2019-06-26,1.634038701
2019-06-27,1.657433211
2019-06-28,0.620548744
2019-06-29,0.597403121
2019-06-30,0.700540727
2019-07-01,2.026728054
2019-07-02,0.013605092
2019-07-03,1.279030273
2019-07-04,1.140658303
2019-07-05,0.896714314
2019-07-06,1.830174933
2019-07-07,1.400212517
2019-07-08,2.272496189
2019-07-09,2.934073734
2019-07-10,1.659224395
2019-07-11,1.33507822
2019-07-12,2.639735254
2019-07-13,1.674734728
2019-07-14,1.385227642
2019-07-15,2.496535919
2019-07-16,1.694759392
2019-07-17,1.488768795
2019-07-18,3.057641427
2019-07-19,2.646024785
2019-07-20,2.094329533
2019-07-21,1.985324414
2019-07-22,1.578641868
2019-07-23,2.124893603
2019-07-24,2.967750309
2019-07-25,2.204242307
2019-07-26,3.030637408
2019-07-27,1.731632325
2019-07-28,3.044281677
2019-07-29,1.628094868
2019-07-30,2.541674307
2019-07-31,2.651789306
2019-08-01,2.300756715
2019-08-02,1.683096098
2019-08-03,2.44423848
2019-08-04,2.101892317
2019-08-05,1.648540138
2019-08-06,3.201590422
2019-08-07,2.047378012
2019-08-08,2.103250327
2019-08-09,1.986842318
2019-08-10,1.537983459
2019-08-11,3.825108384
2019-08-12,2.77152103
2019-08-13,2.486103566
2019-08-14,3.616799249
2019-08-15,1.930181329
2019-08-16,2.989501825
2019-08-17,2.538858094
2019-08-18,1.121562326
2019-08-19,2.664708542
2019-08-20,2.727913146
2019-08-21,2.963239012
2019-08-22,2.445417664
2019-08-23,2.836587315
2019-08-24,1.660895268
2019-08-25,3.020542195
2019-08-26,2.883528824
2019-08-27,3.577477948
2019-08-28,3.824001004
2019-08-29,3.423443471
2019-08-30,2.84653575
2019-08-31,2.228073129
2019-09-01,2.759242231
2019-09-02,3.669836694
2019-09-03,2.732959331
2019-09-04,3.249401385
2019-09-05,2.592369962
2019-09-06,4.107493258
2019-09-07,2.718448534
2019-09-08,2.682720497
2019-09-09,2.720019884
2019-09-10,3.800583411
2019-09-11,3.433973348
2019-09-12,3.579138372
2019-09-13,3.340761354
2019-09-14,3.249630524
2019-09-15,3.424335715
2019-09-16,3.431552149
2019-09-17,3.935362414
2019-09-18,4.04580333
2019-09-19,3.352913915
2019-09-20,3.365729721
2019-09-21,3.294785263
2019-09-22,4.137964887
2019-09-23,4.341253209
2019-09-24,5.096844419
2019-09-25,3.323868726
2019-09-26,3.743134649
2019-09-27,3.019974293
2019-09-28,4.732064845
2019-09-29,3.090880719
2019-09-30,4.147273249
2019-10-01,4.220981883
2019-10-02,3.734808442
2019-10-03,3.052797724
2019-10-04,3.540324026
2019-10-05,2.847539684
2019-10-06,4.439405669
2019-10-07,3.689285064
2019-10-08,4.001571858
2019-10-09,3.588441174
2019-10-10,2.860225054
2019-10-11,4.603806836
2019-10-12,3.214388952
2019-10-13,3.418996449
2019-10-14,4.022950067
2019-10-15,2.745938656
2019-10-16,3.292413908
2019-10-17,4.924347527
2019-10-18,4.043653775
2019-10-19,3.771886082
2019-10-20,3.087453484
2019-10-21,2.243280017
2019-10-22,3.393565983
2019-10-23,3.161101781
2019-10-24,3.203637224
2019-10-25,3.047545408
2019-10-26,2.99044717
2019-10-27,2.89960007
2019-10-28,3.327236618
2019-10-29,2.774100473
2019-10-30,2.825828591
2019-10-31,2.445789482
2019-11-01,3.568629697
2019-11-02,2.686432415
2019-11-03,2.381081932
2019-11-04,2.022742405
2019-11-05,2.53900164
2019-11-06,3.231560136
