,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2011-06-03,0.0007295606294065462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004377363776439288,0.0021886818882196294,0.020427697623383343,0.05252836531727146,0.15831465658121985,0.5194471681374622,0.5573843208666027,0.6631706121305476,0.584378064154645,0.6186674137367527,0.6011579586309915,0.005106924405845836,0.0,0.0,0.0,0.0
2011-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008969639564003783,0.0035878558256014887,0.0026908918692011346,0.03229070243041362,0.10045996311684169,0.5229299865814205,0.6449170846518719,0.4744939329357969,0.5991719228754526,0.8090614886731412,0.5848204995730426,0.004484819782001891,0.0,0.0,0.0,0.0
2011-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03856102133314359,0.07118957784580307,0.2580622196910379,0.8542749341496427,0.6703685247146456,0.7326594053297282,0.5576516931254611,0.5873140172278754,0.01779739446145089,0.0,0.0,0.0,0.0
2011-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004553520782268861,0.0039030178133732836,0.012359556409015482,0.022117100942448755,0.07871085923636122,0.36948568633267337,0.5295094166809791,0.570491103721395,0.9985220572546718,0.7884095983014086,0.4078653614975082,0.001951508906686655,0.0,0.0,0.0,0.0
2011-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05386591530620714,0.13190243363442944,0.6015027209193131,0.4240214358719383,0.520013259302227,0.7644816441534784,0.8128228501975103,0.4668379326537921,0.012430595839893957,0.0,0.0,0.0,0.0
2011-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7878787878787974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013152356902356936,0.07102272727272697,0.46690867003367115,0.6299978956228972,0.7523148148148115,0.7312710437710457,0.6549873737373754,0.437973484848483,0.042087542087542194,0.0,0.0,0.0,0.0
2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017289671150454645,0.027375312654886706,0.0316977304425004,0.13687656327443262,0.5417430293809158,0.7924432610625098,0.5143677167260257,0.5431838353101205,0.815496155929783,0.3674055119471612,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.00040604717943387275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013534905981129128,0.20072265570014358,0.0035190755550935727,0.006090707691508107,0.006632103930753227,0.007308849229809728,0.014076302220374197,0.04953775589093261,0.06956941674300371,0.19233101399184357,0.5335459937761101,0.47345101121989686,0.6389829113691017,0.5824070043679863,0.6350577886345785,0.3640889708923711,0.010015830426035554,0.0,0.0,0.0,0.0
2011-09-02,0.5172874115605393,0.033373381391002536,0.033373381391002536,0.033373381391002536,0.0500600720865038,0.016686690695501268,0.0500600720865038,0.033373381391002536,0.03337338139100251,0.05006007208650384,0.033373381391002564,0.03337338139100251,0.03337338139100251,0.05006007208650384,0.033373381391002564,0.03337338139100251,0.016686690695501254,0.03337338139100251,0.01668669069550131,0.05006007208650377,0.15018021625951128,0.25030036043251963,0.05006007208650377,0.05006007208650377,0.20024028834601507,0.10012014417300753,0.11680683486850917,0.1835535976505138,0.20024028834601507,0.1668669069550131,0.15018021625951078,0.1668669069550131,0.25030036043251963,0.3170471232145228,0.1668669069550131,0.03337338139100239,0.050060072086503926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-03,0.0047588175290203885,0.00027993044288355227,0.0004198956643253284,0.00027993044288355227,0.00027993044288355227,0.00027993044288355227,0.00027993044288355227,0.00027993044288355227,0.0004198956643253281,0.0002799304428835525,0.00041989566432532873,0.00027993044288355206,0.00027993044288355206,0.0002799304428835525,0.00013996522144177624,0.00013996522144177603,0.00027993044288355206,0.00013996522144177603,0.0001399652214417765,0.00027993044288355206,0.0004198956643253281,0.001119721771534212,0.0019595131001848643,0.0006998261072088802,0.001259686992975984,0.0011197217715342082,0.001399652214417765,0.0019595131001848643,0.002519373985951968,0.001399652214417765,0.0016795826573013067,0.010917287272458566,0.010917287272458566,0.004198956643253267,0.006158469743438166,0.004898782750462145,0.024074018087985555,0.07222205426395667,0.1848940575245855,0.7261395688399365,0.46734387439409175,0.5713380339253278,0.584914660405184,0.648738801382634,0.4231148644184875,0.022534400652126016,0.0,0.0,0.0,0.0
2011-09-04,0.0002725484809237867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001362742404618937,0.012946052843879815,0.014308795248498839,0.01280977860341792,0.03543130252009236,0.0799929791511316,0.22376230283842796,0.6460761740298381,0.46987358111260946,0.5091205623656314,0.5989252868300229,0.6824613962331636,0.4679657417461398,0.03256954347039259,0.0,0.0,0.0,0.0
2011-09-05,0.002421917383554212,0.0003027396729442765,0.0003027396729442765,0.00045410950941641477,0.0003027396729442765,0.0003027396729442765,0.0003027396729442765,0.0003027396729442765,0.00045410950941641445,0.00030273967294427675,0.00045410950941641515,0.00015136983647213813,0.00045410950941641445,0.00030273967294427675,0.00045410950941641515,0.00030273967294427626,0.00045410950941641445,0.00030273967294427626,0.0004541095094164159,0.00045410950941641445,0.0015136983647213813,0.0009082190188328318,0.0007568491823606907,0.0007568491823606907,0.0009082190188328289,0.0056006839494691105,0.002119177710609941,0.0016650682011935193,0.001967807874137796,0.0013623285282492478,0.0016650682011935137,0.0028760268929706343,0.003784245911803466,0.005903423622413367,0.03209040533209339,0.045259581105169144,0.02573287220026357,0.05040615554522217,0.17816229752770596,0.5431149732620334,0.4049143125629709,0.5927642796248909,0.6327259164535395,0.6781368673951811,0.4983095016662771,0.06524039951949175,0.0,0.0,0.0,0.0
