,0,1
2019-06-19,1.1811960420307792,-8.317414377273623
2019-06-20,1.6013199674550456,-9.182402573415489
2019-06-21,1.9338200479762933,-7.83197812492457
2019-06-22,1.3040974319319116,-8.603159189062707
2019-06-23,2.1770557683391143,-9.508618833945013
2019-06-24,1.159569975509258,-9.987497864314903
2019-06-25,1.8726618582119032,-9.234402616200889
2019-06-26,2.9641319298739743,-9.39134128205889
2019-06-27,1.8731104563303016,-10.58731038492657
2019-06-28,2.893156216815286,-9.689244023862454
2019-06-29,1.9986888450090552,-10.28103491122264
2019-06-30,2.55615060573013,-8.930522768075786
2019-07-01,2.623149915565092,-9.07537142349974
2019-07-02,2.481803424839846,-9.645862630570116
2019-07-03,1.8170808112943275,-10.281364029935231
2019-07-04,1.9767430163430992,-10.461330882436576
2019-07-05,3.8476339613986896,-10.345332934232049
2019-07-06,2.928563481728268,-9.597406006432815
2019-07-07,3.235741366066355,-9.871077925782298
2019-07-08,2.1122159149953976,-10.588465188585092
2019-07-09,2.1313327214593247,-10.74715671772047
2019-07-10,2.406140529401745,-9.946189573455955
2019-07-11,1.9638254179134842,-11.302237277290253
2019-07-12,2.5843645147027483,-9.766233668181464
2019-07-13,3.999396072384414,-10.13684255142232
2019-07-14,2.2283754941469858,-9.70799713733932
2019-07-15,3.5264415027338334,-10.172893153730051
2019-07-16,3.049221231330088,-11.382616102052587
2019-07-17,2.20393702701781,-9.540896745091132
2019-07-18,3.321972126289946,-10.41884751679994
2019-07-19,3.5025250182044165,-10.500112547218393
2019-07-20,2.857445542470628,-10.52722774953433
2019-07-21,3.2954589994218666,-10.40732846362734
2019-07-22,2.8618466187058083,-11.079232672885272
2019-07-23,3.4471672069419563,-11.625457865748613
2019-07-24,3.893728662717564,-11.12463525980665
2019-07-25,2.4863201132906187,-10.423940231103542
2019-07-26,3.125733902525797,-11.017953657015827
2019-07-27,4.530254929917859,-11.961170159138291
2019-07-28,3.4812404661412732,-10.813390461116024
2019-07-29,2.814217294187435,-10.99158477626543
2019-07-30,2.6142041760175903,-11.32745755915302
2019-07-31,4.142575251684915,-11.343239339623842
2019-08-01,3.3176210348456445,-11.62149346168288
2019-08-02,3.3444185496789336,-12.186971189265666
2019-08-03,3.365604594081854,-12.181331696508721
2019-08-04,3.329350524795053,-12.228288815093995
2019-08-05,3.4225392508152006,-11.997299393843226
2019-08-06,3.841354171790457,-11.938370400433866
2019-08-07,3.526756362860296,-12.730322484004683
2019-08-08,3.8719205297941772,-11.955966383904315
2019-08-09,2.59400032931865,-12.155419104684341
2019-08-10,3.861185103277303,-11.846917153375388
2019-08-11,3.301518396414892,-12.403245910865113
2019-08-12,3.3316518294104625,-13.315399659210566
2019-08-13,3.9806001159664826,-11.7206653143083
2019-08-14,2.8603989168050314,-12.70567856958116
2019-08-15,4.289246862306889,-12.549811345277682
2019-08-16,4.293015177951204,-11.697995193003168
2019-08-17,3.9881890576856187,-12.700799350657125
2019-08-18,4.210645189093952,-12.223018883750003
2019-08-19,3.6273100636735056,-12.537010209818321
2019-08-20,4.980982985400738,-13.043939391362585
2019-08-21,3.9154877467884206,-12.360751179199635
2019-08-22,2.880981375344378,-12.111301163711
2019-08-23,3.600619039676457,-12.505355053503143
2019-08-24,4.035342793173914,-11.953221010605061
2019-08-25,3.029279224968642,-12.97126295805735
2019-08-26,4.428329206656798,-13.000070821435813
2019-08-27,4.747276685054002,-12.73887353530023
2019-08-28,4.161194894675514,-12.72290118600473
2019-08-29,4.814373470441271,-13.22942198222655
2019-08-30,4.268082351204854,-12.654978744289767
2019-08-31,2.9633913200572364,-13.375888833046668
2019-09-01,3.8583937596824716,-13.178847182142071
