,0
2019-06-19,0.51841635
2019-06-20,1.502357411
2019-06-21,0.795945089
2019-06-22,0.448178863
2019-06-23,1.403954362
2019-06-24,1.17063127
2019-06-25,1.764172892
2019-06-26,1.101006753
2019-06-27,1.312895326
2019-06-28,1.910835954
2019-06-29,1.09976397
2019-06-30,1.545074006
2019-07-01,1.377711442
2019-07-02,1.703655744
2019-07-03,0.908054707
2019-07-04,1.110679264
2019-07-05,0.916909508
2019-07-06,1.838065117
2019-07-07,1.514199393
2019-07-08,1.632111192
2019-07-09,2.43377883
2019-07-10,1.638529985
2019-07-11,2.023852264
2019-07-12,2.051260224
2019-07-13,2.110485848
2019-07-14,2.131082106
2019-07-15,0.751028116
2019-07-16,2.162241919
2019-07-17,3.610706002
2019-07-18,2.816228325
2019-07-19,2.902577383
2019-07-20,1.696483568
2019-07-21,1.115385672
2019-07-22,2.991138025
2019-07-23,1.91154854
2019-07-24,2.644097305
2019-07-25,2.391832311
2019-07-26,2.13626468
2019-07-27,2.415771279
2019-07-28,2.266007791
2019-07-29,1.585716224
2019-07-30,2.662499798
2019-07-31,2.859251467
2019-08-01,2.033152125
2019-08-02,3.169293216
2019-08-03,2.284691724
2019-08-04,3.184172912
2019-08-05,2.572347903
2019-08-06,1.315123047
2019-08-07,2.696917646
2019-08-08,3.30608409
2019-08-09,0.636532948
2019-08-10,1.522976737
2019-08-11,2.038819377
2019-08-12,1.178495874
2019-08-13,2.717990158
2019-08-14,1.8168167
2019-08-15,2.436869705
2019-08-16,2.627756061
2019-08-17,3.242861804
2019-08-18,2.57428103
2019-08-19,2.997519594
2019-08-20,2.790018931
2019-08-21,2.964253665
2019-08-22,3.59034833
2019-08-23,3.037698197
2019-08-24,2.591231675
2019-08-25,3.736343141
2019-08-26,2.707066302
2019-08-27,4.339930583
2019-08-28,3.246022237
2019-08-29,3.68004357
2019-08-30,3.521673521
2019-08-31,2.831822308
2019-09-01,3.462336331
2019-09-02,3.64422059
2019-09-03,1.971595961
2019-09-04,2.990249512
2019-09-05,2.648645311
2019-09-06,2.884368736
2019-09-07,4.205213006
2019-09-08,3.150378668
2019-09-09,4.105754332
2019-09-10,2.836530754
2019-09-11,3.704500921
2019-09-12,4.285512863
2019-09-13,2.718916003
2019-09-14,3.714618078
2019-09-15,3.481324257
2019-09-16,3.783733991
2019-09-17,4.089459484
2019-09-18,3.666809415
2019-09-19,3.730090397
2019-09-20,3.986126755
2019-09-21,3.210132415
2019-09-22,2.450492058
2019-09-23,3.533644925
2019-09-24,4.004971082
2019-09-25,4.064499055
2019-09-26,3.768284753
2019-09-27,4.109650228
2019-09-28,5.014122989
2019-09-29,3.769325179
2019-09-30,4.411049413
2019-10-01,4.928012129
2019-10-02,3.737610444
2019-10-03,3.032425106
2019-10-04,4.343846496
2019-10-05,2.980341785
2019-10-06,3.935153776
2019-10-07,3.994508147
2019-10-08,3.740081875
2019-10-09,3.389279828
2019-10-10,4.156427877
2019-10-11,4.477867272
2019-10-12,3.738778562
2019-10-13,2.608138038
2019-10-14,4.380072972
2019-10-15,4.107412759
2019-10-16,3.715265496
2019-10-17,3.904711628
2019-10-18,3.957062037
2019-10-19,3.333335886
2019-10-20,3.639214412
2019-10-21,4.571587048
2019-10-22,3.607802102
2019-10-23,2.992671247
2019-10-24,2.221006689
2019-10-25,3.242150424
2019-10-26,2.716497745
2019-10-27,2.063071186
2019-10-28,2.65377507
2019-10-29,2.767020478
2019-10-30,3.439214077
2019-10-31,3.229260734
2019-11-01,4.258756999
2019-11-02,2.692383166
2019-11-03,2.593880937
2019-11-04,2.64631076
2019-11-05,3.23775434
2019-11-06,2.82883086
2019-11-07,2.234058613
2019-11-08,3.123826376
2019-11-09,1.956022574
2019-11-10,3.546791532
2019-11-11,1.841952429
2019-11-12,1.893752732
2019-11-13,1.383597548
2019-11-14,3.31654503
2019-11-15,3.339761916
2019-11-16,2.013294782
2019-11-17,2.267245111
2019-11-18,3.117428633
2019-11-19,3.311236926
2019-11-20,2.638027858
2019-11-21,1.860929799
2019-11-22,2.273814857
2019-11-23,2.861771825
2019-11-24,1.798137721
