,0
2019-06-19,5.529110823
2019-06-20,4.575988989
2019-06-21,3.823556023
2019-06-22,4.151653736
2019-06-23,4.414083765
2019-06-24,4.970951075
2019-06-25,5.861702133
2019-06-26,5.2460529
2019-06-27,5.857924039
2019-06-28,5.708491664
2019-06-29,6.466739848
2019-06-30,7.117038415
2019-07-01,5.484730021
2019-07-02,3.948690346
2019-07-03,6.296743231
2019-07-04,5.08293804
2019-07-05,5.765958752
2019-07-06,7.457212237
2019-07-07,4.79855135
2019-07-08,5.386115079
2019-07-09,5.446738099
2019-07-10,3.659051711
2019-07-11,4.548167477
2019-07-12,6.079444079
2019-07-13,5.084003447
2019-07-14,7.083700809
2019-07-15,7.218016044
2019-07-16,4.427587626
2019-07-17,5.473120232
2019-07-18,3.906283523
2019-07-19,4.192255938
2019-07-20,4.755760085
2019-07-21,6.482585752
2019-07-22,6.851081908
2019-07-23,5.568919025
2019-07-24,7.952578929
2019-07-25,5.942388537
2019-07-26,6.211022163
2019-07-27,6.543569334
2019-07-28,4.313288239
2019-07-29,4.795883987
2019-07-30,5.038624199
2019-07-31,6.120370212
2019-08-01,6.47610197
2019-08-02,7.535418999
2019-08-03,6.660417267
2019-08-04,6.993838797
2019-08-05,6.104692174
2019-08-06,5.414536325
2019-08-07,6.21686699
2019-08-08,6.922853275
2019-08-09,6.60467627
2019-08-10,6.378778103
2019-08-11,7.122097963
2019-08-12,5.379137524
2019-08-13,4.759451245
2019-08-14,8.615094524
2019-08-15,8.405868716
2019-08-16,5.225837965
2019-08-17,7.934059443
2019-08-18,6.586807375
2019-08-19,6.598877227
2019-08-20,7.231100176
2019-08-21,5.625379029
2019-08-22,6.38283216
2019-08-23,6.843566861
2019-08-24,7.180884098
2019-08-25,7.065220485
2019-08-26,8.003487518
2019-08-27,7.904634225
2019-08-28,7.376347293
2019-08-29,7.116152115
2019-08-30,9.063030992
2019-08-31,7.430865581
2019-09-01,8.513614041
2019-09-02,7.447877924
2019-09-03,6.0141416
2019-09-04,9.517294653
2019-09-05,7.4440346
2019-09-06,7.248251578
2019-09-07,6.878508269
2019-09-08,8.159760151
2019-09-09,8.102369205
2019-09-10,7.092701502
2019-09-11,8.947831158
2019-09-12,8.16960647
2019-09-13,7.936558817
2019-09-14,7.767368426
2019-09-15,6.025908416
2019-09-16,6.927416111
2019-09-17,9.42846969
2019-09-18,8.988145393
2019-09-19,9.077065672
2019-09-20,7.426337908
2019-09-21,8.768360345
2019-09-22,6.846896668
2019-09-23,7.662078903
2019-09-24,6.987005678
2019-09-25,8.315120877
2019-09-26,8.436611052
2019-09-27,8.435565718
2019-09-28,6.898573093
2019-09-29,9.190230179
2019-09-30,9.335300926
2019-10-01,8.560682594
2019-10-02,6.442572759
2019-10-03,9.324024507
2019-10-04,6.221732374
2019-10-05,7.893132047
2019-10-06,8.384177088
2019-10-07,6.877741033
2019-10-08,7.952613739
2019-10-09,7.947916887
2019-10-10,7.748341197
2019-10-11,7.250757159
2019-10-12,6.949159118
2019-10-13,6.651756207
2019-10-14,7.277252549
2019-10-15,6.785194995
2019-10-16,7.185631679
2019-10-17,7.876482619
2019-10-18,8.218229672
2019-10-19,7.560358508
2019-10-20,6.406979853
2019-10-21,8.404753368
2019-10-22,8.720484524
2019-10-23,7.468440274
2019-10-24,9.147804448
2019-10-25,7.058748282
2019-10-26,6.822640315
2019-10-27,8.769163219
2019-10-28,7.839188197
2019-10-29,6.310783955
2019-10-30,7.248549969
2019-10-31,6.860460168
2019-11-01,7.443121072
2019-11-02,7.989166114
2019-11-03,8.676533753
2019-11-04,8.515803397
2019-11-05,6.225505833
2019-11-06,5.13788644
2019-11-07,7.420495772
2019-11-08,5.796739882
2019-11-09,8.312785718
2019-11-10,6.486410324
2019-11-11,6.596530577
2019-11-12,6.620908932
2019-11-13,7.058526941
2019-11-14,7.685300177
2019-11-15,7.102579407
2019-11-16,6.241049674
2019-11-17,6.892218216
2019-11-18,6.575869182
2019-11-19,6.578674558
2019-11-20,5.812510353
2019-11-21,5.566389388
2019-11-22,5.208596023
2019-11-23,6.901079646
2019-11-24,4.430401459
2019-11-25,7.363167495
2019-11-26,7.116884177
2019-11-27,8.511595767
2019-11-28,5.773149615
2019-11-29,4.787559108
2019-11-30,7.365609222
2019-12-01,4.714001651
2019-12-02,5.474835152
2019-12-03,5.42081188
2019-12-04,5.566273163
2019-12-05,4.599439722
2019-12-06,5.903253383
